user_id,session_id,timestamp,country,city,prev_country,ip_address,isp,is_vpn,is_tor,is_proxy,is_datacenter_ip,ip_reputation_score,device_fingerprint,device_type,time_since_last_login_hours,distance_from_last_login_km,login_attempts,failed_attempts,password_correct,time_to_login_seconds,is_breached_credential,mfa_required,mfa_method,mfa_attempts,mfa_success,mfa_time_taken_seconds,mfa_method_changed,push_notification_count,hour_of_day,day_of_week,is_weekend,is_unusual_time,typing_speed_chars_per_min,mouse_movement_entropy,concurrent_sessions,session_duration_last_minutes,velocity_score,device_trust_score,location_trust_score,risk_score,is_anomaly,anomaly_category
USER_2319,SESSION_000259,2025-10-05T08:29:00,India,Kolkata,India,63.89.147.48,Comcast,0,0,0,0,0.963,FP_88064,Linux-Firefox,69.01,92.57,2,0,1,31.9,0,1,Backup_Code,1,1,4.33,0,1,8,6,1,0,90.0,0.747,0,4.57,0.0,0.85,0.621,8.49,0,normal
USER_9746,SESSION_000260,2025-10-05T02:08:00,Nigeria,Unknown,India,201.105.20.43,BSNL,0,0,0,0,0.382,FP_34998,Android-Chrome,8.14,8933.32,2,0,1,1.46,0,1,Biometric,1,1,2.02,0,1,2,6,1,1,84.67,0.812,1,28.06,0.183,0.3,0.2,43.6,1,high_risk_country
USER_9988,SESSION_000261,2025-09-29T06:00:00,India,Mumbai,India,183.153.160.254,AT&T,0,0,0,0,0.924,FP_56152,iOS-Safari,46.17,141.07,2,0,1,108.11,0,1,Biometric,1,1,3.53,0,1,6,0,0,0,92.96,0.671,1,21.07,0.001,0.754,0.786,13.05,0,normal
USER_1138,SESSION_000262,2025-09-19T04:04:00,USA,New York,USA,201.123.160.209,Jio,0,0,0,0,0.775,FP_15635,Linux-Firefox,30.88,193.5,2,0,1,31.83,0,1,SMS,1,1,4.32,0,2,4,4,0,1,119.22,0.626,1,20.45,0.001,0.769,0.85,19.1,0,normal
USER_3238,SESSION_000263,2025-10-27T20:33:00,India,Pune,India,76.3.149.222,Jio,0,0,0,0,0.923,FP_67928,Windows-Chrome,43.54,68.39,1,0,1,45.44,0,1,Biometric,1,1,1.48,0,1,20,0,0,0,77.91,0.679,1,21.73,0.0,0.849,0.833,10.95,0,normal
USER_5121,SESSION_000264,2025-09-05T19:31:00,India,Kolkata,India,89.82.128.94,Verizon,0,0,0,0,0.989,FP_90510,Mac-Safari,29.77,82.14,1,0,1,105.82,0,1,Push_Notification,1,1,4.91,0,2,19,4,0,0,78.73,0.847,0,9.49,0.0,0.8,0.863,5.22,0,normal
USER_5984,SESSION_000265,2025-09-29T09:41:00,Canada,New York,Canada,129.128.186.227,BSNL,0,0,1,0,0.161,FP_39892,iOS-Safari,11.41,407.92,1,0,1,0.81,0,1,Biometric,1,1,3.48,0,1,9,0,0,0,116.35,0.81,0,20.3,0.006,0.3,0.787,26.34,0,normal
USER_3302,SESSION_000266,2025-10-04T06:36:00,Iran,Unknown,India,206.67.238.144,Airtel,1,0,0,0,0.37,FP_22146,Android-Chrome,7.16,8223.44,1,0,1,1.7,0,1,Authenticator_App,1,1,4.81,0,1,6,5,1,0,48.31,0.816,1,18.03,0.192,0.3,0.2,46.87,1,high_risk_country
USER_6168,SESSION_000267,2025-10-01T14:13:00,USA,Chicago,India,129.71.8.21,BSNL,0,0,0,0,0.11,FP_42455,Android-Chrome,1.18,9504.2,2,0,1,1.78,0,1,Backup_Code,1,1,2.78,0,2,14,2,0,0,75.22,0.783,0,12.26,1.347,0.3,0.628,42.9,1,impossible_travel
USER_9238,SESSION_000268,2025-09-19T14:46:00,India,Hyderabad,India,109.92.77.197,BSNL,0,0,0,0,0.988,FP_34485,Windows-Chrome,15.98,53.99,2,0,1,14.46,0,1,Biometric,1,1,2.46,0,2,14,4,0,0,87.75,0.888,0,18.94,0.001,0.941,0.647,6.37,0,normal
USER_4867,SESSION_000269,2025-10-16T17:05:00,UK,New York,UK,28.239.142.144,BSNL,0,0,0,0,0.909,FP_67579,Android-Chrome,40.27,196.5,1,0,1,107.41,0,1,SMS,1,1,3.53,0,2,17,3,0,0,109.2,0.831,1,12.36,0.001,0.902,0.617,13.59,0,normal
USER_7512,SESSION_000270,2025-09-29T10:10:00,UK,New York,UK,46.203.91.21,Airtel,0,0,0,0,0.755,FP_99741,Mac-Safari,25.85,102.81,2,0,1,59.0,0,1,Backup_Code,1,1,4.09,0,2,10,0,0,0,96.94,0.885,0,27.57,0.001,0.883,0.787,8.63,0,normal
USER_4884,SESSION_000271,2025-09-25T18:12:00,India,Chennai,India,1.154.188.188,Airtel,0,0,0,0,0.753,FP_65119,Windows-Chrome,46.84,16.74,1,0,1,16.49,0,1,Biometric,1,1,1.51,0,2,18,3,0,0,108.11,0.638,0,4.91,0.0,0.748,0.876,9.35,0,normal
USER_7227,SESSION_000272,2025-09-18T15:52:00,North Korea,Unknown,India,138.106.39.102,Jio,1,1,0,0,0.11,FP_88215,Windows-Chrome,20.09,5906.08,2,0,1,1.17,1,1,Authenticator_App,1,1,3.12,0,1,15,3,0,0,111.82,0.845,0,23.54,0.049,0.3,0.2,59.35,1,high_risk_country
USER_1616,SESSION_000273,2025-09-24T07:42:00,Germany,New York,Germany,251.0.119.18,BSNL,0,0,0,0,0.262,FP_98431,Mac-Safari,8.5,461.68,1,0,1,0.59,0,1,Biometric,1,1,3.85,1,2,7,2,0,0,351.42,0.236,0,3.75,0.009,0.3,0.7,26.17,0,normal
USER_4700,SESSION_000274,2025-09-12T05:23:00,UAE,New York,UAE,207.90.152.111,Verizon,1,1,0,0,0.326,FP_51167,Mac-Safari,3.23,259.27,1,0,1,1.4,0,1,SMS,1,1,3.64,0,1,5,4,0,1,69.77,0.839,3,9.97,0.013,0.3,0.741,52.64,1,concurrent_login
USER_1115,SESSION_000275,2025-10-11T13:08:00,India,Mumbai,India,212.19.224.110,AT&T,0,0,0,0,0.96,FP_51669,Linux-Firefox,65.91,192.05,2,0,1,30.57,0,1,Biometric,1,1,3.16,0,2,13,5,1,0,60.43,0.748,0,20.77,0.0,0.824,0.828,5.83,0,normal
USER_1141,SESSION_000276,2025-09-27T14:35:00,India,Mumbai,India,73.241.157.198,Azure,1,0,1,1,0.138,FP_16520,Android-Chrome,17.85,45.8,1,0,1,1.0,0,1,Push_Notification,1,1,4.95,0,2,14,5,1,0,73.51,0.839,0,4.65,0.0,0.3,0.861,40.52,1,datacenter_ip
USER_6902,SESSION_000277,2025-09-08T01:59:00,India,Pune,India,242.236.133.172,Airtel,0,0,0,0,0.77,FP_59518,Windows-Chrome,36.82,156.02,1,0,1,27.95,0,1,Backup_Code,1,1,1.9,0,1,1,0,0,1,76.59,0.763,0,26.66,0.001,0.72,0.777,16.0,0,normal
USER_4919,SESSION_000278,2025-09-27T00:12:00,UK,Los Angeles,UK,85.214.203.9,Comcast,0,0,0,0,0.728,FP_35463,iOS-Safari,52.55,98.68,2,0,1,46.93,0,1,Push_Notification,1,1,2.75,0,1,0,5,1,1,71.81,0.811,0,10.24,0.0,0.776,0.665,17.48,0,normal
USER_7247,SESSION_000279,2025-10-30T10:37:00,Canada,Chicago,Canada,137.79.64.43,Comcast,1,0,0,0,0.131,FP_98554,Mac-Safari,2.73,120.46,2,0,1,1.3,0,1,Biometric,1,1,4.65,0,2,10,3,0,0,74.96,0.604,0,20.43,0.007,0.3,0.732,35.63,0,normal
USER_1684,SESSION_000280,2025-10-25T02:49:00,USA,New York,USA,202.27.218.0,AT&T,1,0,0,0,0.284,FP_12380,Android-Chrome,1.99,180.87,2,0,1,1.08,0,1,Authenticator_App,1,1,3.03,0,1,2,5,1,1,416.13,0.288,0,21.32,0.015,0.3,0.91,35.74,0,normal
USER_9401,SESSION_000281,2025-09-15T12:03:00,India,Hyderabad,India,194.120.201.140,Airtel,0,0,0,0,0.705,FP_30950,Windows-Chrome,27.66,140.94,2,0,1,17.57,0,1,Authenticator_App,1,1,2.66,0,2,12,0,0,0,113.67,0.711,0,7.82,0.001,0.929,0.853,7.7,0,normal
USER_6733,SESSION_000282,2025-09-08T20:18:00,USA,Los Angeles,USA,151.69.124.63,Verizon,0,0,0,0,0.771,FP_40123,Windows-Chrome,59.92,27.55,1,0,1,88.14,0,1,SMS,1,1,1.28,0,2,20,0,0,0,98.23,0.777,0,28.1,0.0,0.851,0.949,6.42,0,normal
USER_6512,SESSION_000283,2025-09-11T09:40:00,UK,Boston,UK,150.206.222.95,Verizon,0,0,0,0,0.877,FP_46818,Mac-Safari,39.16,47.31,2,0,1,94.71,0,1,Biometric,1,1,4.15,0,2,9,3,0,0,78.86,0.704,1,11.28,0.0,0.79,0.611,15.83,0,normal
USER_3425,SESSION_000284,2025-09-11T06:37:00,India,Mumbai,India,76.63.120.149,Jio,0,0,0,0,0.91,FP_81745,Windows-Chrome,65.5,181.06,2,0,1,35.95,0,1,SMS,1,1,4.83,0,1,6,3,0,0,114.49,0.774,1,5.52,0.0,0.884,0.815,10.87,0,normal
USER_7328,SESSION_000285,2025-10-18T07:45:00,India,Hyderabad,India,1.220.17.133,Airtel,0,0,0,0,0.898,FP_92459,Linux-Firefox,67.17,190.19,1,0,1,31.75,0,1,Biometric,1,1,2.68,0,2,7,5,1,0,119.03,0.601,1,8.53,0.0,0.737,0.747,14.27,0,normal
USER_9341,SESSION_000286,2025-09-28T11:44:00,India,Hyderabad,India,7.80.72.18,Airtel,0,0,0,0,0.821,FP_52829,Windows-Chrome,68.77,120.03,1,0,1,28.48,0,1,Push_Notification,1,1,3.57,0,2,11,6,1,0,108.16,0.69,1,20.38,0.0,0.901,0.607,15.08,0,normal
USER_9778,SESSION_000287,2025-10-16T17:57:00,India,Mumbai,India,138.120.66.198,AT&T,0,0,0,0,0.721,FP_96543,Windows-Chrome,23.26,193.7,1,0,1,76.26,0,1,Push_Notification,1,1,2.32,0,1,17,3,0,0,115.16,0.757,1,6.41,0.001,0.733,0.785,16.43,0,normal
USER_2836,SESSION_000288,2025-10-03T14:43:00,India,Pune,India,242.223.114.176,BSNL,0,0,0,0,0.891,FP_57672,Linux-Firefox,14.7,3.86,1,0,1,82.66,0,1,Push_Notification,1,1,3.64,0,2,14,4,0,0,112.21,0.894,0,27.81,0.0,0.862,0.819,6.41,0,normal
USER_4481,SESSION_000289,2025-09-28T19:11:00,India,Hyderabad,India,231.238.80.218,AT&T,0,0,0,0,0.835,FP_60517,iOS-Safari,6.26,8.57,1,0,1,17.6,0,1,Push_Notification,1,1,1.15,0,1,19,6,1,0,103.84,0.766,1,19.88,0.0,0.758,0.676,15.96,0,normal
USER_6326,SESSION_000290,2025-09-09T03:35:00,Iran,Unknown,India,140.88.132.82,BSNL,1,0,1,0,0.162,FP_93616,Linux-Firefox,8.48,8065.43,2,0,1,1.09,1,1,Authenticator_App,1,1,3.57,0,1,3,1,0,1,79.74,0.61,1,21.13,0.159,0.3,0.2,69.65,1,high_risk_country
USER_1705,SESSION_000291,2025-09-27T02:47:00,UK,New York,UK,150.241.229.231,Jio,0,0,0,0,0.932,FP_79684,Mac-Safari,21.28,169.44,2,0,1,96.68,0,1,Biometric,1,1,2.56,0,1,2,5,1,1,78.85,0.834,0,17.28,0.001,0.77,0.859,11.6,0,normal
USER_2005,SESSION_000292,2025-09-06T09:05:00,India,Kolkata,India,173.157.25.101,Jio,0,0,0,0,0.749,FP_81319,Mac-Safari,50.1,85.97,1,0,1,21.62,0,1,Backup_Code,1,1,2.22,0,2,9,5,1,0,68.35,0.737,1,28.46,0.0,0.999,0.775,12.16,0,normal
USER_3483,SESSION_000293,2025-10-11T03:33:00,India,Mumbai,India,16.85.160.58,AT&T,0,0,0,0,0.837,FP_67065,Mac-Safari,71.37,164.86,1,0,1,112.15,0,1,SMS,1,1,1.46,0,1,3,5,1,1,84.55,0.676,0,15.26,0.0,0.746,0.644,16.6,0,normal
USER_1642,SESSION_000294,2025-09-12T10:20:00,UK,Chicago,UK,137.172.163.6,Comcast,0,0,0,0,0.782,FP_29174,iOS-Safari,13.21,43.4,1,0,1,18.9,0,1,Backup_Code,1,1,2.26,0,2,10,4,0,0,114.33,0.612,1,9.33,0.001,0.831,0.662,15.87,0,normal
USER_9259,SESSION_000295,2025-10-23T21:40:00,USA,San Francisco,USA,74.26.246.126,Comcast,0,0,0,0,0.889,FP_79790,Linux-Firefox,15.39,117.83,2,0,1,116.69,0,1,Biometric,1,1,4.83,0,1,21,3,0,0,61.49,0.863,1,10.39,0.001,0.86,0.869,10.74,0,normal
USER_2751,SESSION_000296,2025-10-19T20:48:00,India,Kolkata,India,24.116.189.213,BSNL,0,0,0,0,0.897,FP_57802,Android-Chrome,41.62,117.03,2,0,1,19.34,0,1,Push_Notification,1,1,4.21,0,1,20,6,1,0,62.63,0.649,1,24.62,0.0,0.862,0.853,10.81,0,normal
USER_1368,SESSION_000297,2025-10-04T15:11:00,India,Delhi,India,130.249.93.92,Comcast,0,0,0,0,0.803,FP_28115,Android-Chrome,62.65,129.67,1,0,1,30.56,0,1,Authenticator_App,1,1,2.64,0,2,15,5,1,0,111.01,0.71,0,16.89,0.0,0.964,0.601,9.49,0,normal
USER_1207,SESSION_000298,2025-10-17T15:49:00,India,Mumbai,India,201.51.187.246,BSNL,0,0,0,0,0.353,FP_33802,iOS-Safari,9.24,20.24,2,0,1,0.58,0,1,Push_Notification,9,0,202.83,0,39,15,4,0,0,118.66,0.761,1,23.18,0.0,0.3,0.676,70.07,1,mfa_fatigue
USER_5118,SESSION_000299,2025-09-05T13:07:00,India,Chennai,India,91.222.148.31,Airtel,0,0,0,0,0.792,FP_75087,iOS-Safari,26.59,100.77,1,0,1,75.05,0,1,Push_Notification,1,1,2.49,0,1,13,4,0,0,75.76,0.622,1,20.67,0.001,0.784,0.773,14.77,0,normal
USER_5330,SESSION_000300,2025-09-16T03:22:00,India,Hyderabad,India,8.205.28.160,BSNL,0,0,0,0,0.964,FP_14047,Windows-Chrome,61.2,4.44,1,0,1,106.4,0,1,Biometric,1,1,1.61,0,2,3,1,0,1,41.92,0.86,0,7.35,0.0,0.977,0.653,11.1,0,normal
USER_3371,SESSION_000301,2025-10-29T06:33:00,USA,New York,USA,155.144.172.185,BSNL,0,0,0,0,0.884,FP_21270,Linux-Firefox,35.56,191.22,2,0,1,69.96,0,1,Authenticator_App,1,1,1.63,0,1,6,2,0,0,42.42,0.859,0,24.04,0.001,0.826,0.834,6.85,0,normal
USER_2318,SESSION_000302,2025-10-22T10:13:00,UK,Chicago,UK,198.126.106.91,AT&T,0,0,0,0,0.756,FP_47504,Mac-Safari,67.53,158.18,2,0,1,19.76,0,1,Push_Notification,1,1,4.66,0,1,10,2,0,0,68.41,0.745,1,14.42,0.0,0.942,0.691,14.16,0,normal
USER_9748,SESSION_000303,2025-09-24T01:50:00,India,Mumbai,India,126.7.245.179,Jio,0,0,0,0,0.946,FP_94189,Mac-Safari,37.26,65.71,2,0,1,100.76,0,1,Push_Notification,1,1,1.31,0,1,1,2,0,1,100.33,0.878,0,2.01,0.0,0.783,0.784,12.31,0,normal
USER_6923,SESSION_000304,2025-09-09T00:12:00,India,Delhi,India,110.136.38.242,Jio,0,0,0,0,0.823,FP_80874,Mac-Safari,43.63,64.18,1,0,1,38.8,0,1,Backup_Code,1,1,3.32,0,2,0,1,0,1,104.62,0.859,1,2.96,0.0,0.937,0.993,13.7,0,normal
USER_6840,SESSION_000305,2025-10-27T03:12:00,India,Chennai,India,110.73.229.73,AT&T,0,0,0,0,0.998,FP_78023,iOS-Safari,4.69,15.4,1,0,1,73.65,0,1,Biometric,1,1,3.35,0,1,3,0,0,1,40.27,0.627,0,14.17,0.001,0.874,0.855,9.1,0,normal
USER_7711,SESSION_000306,2025-10-08T00:33:00,Singapore,San Francisco,Singapore,190.144.94.108,AT&T,1,0,0,0,0.145,FP_89775,Mac-Safari,20.34,206.92,9,8,1,1.39,0,1,Authenticator_App,1,1,3.03,0,2,0,2,0,1,54.07,0.782,1,10.92,0.002,0.3,0.743,53.2,1,brute_force
USER_9191,SESSION_000307,2025-10-24T01:39:00,India,Delhi,India,139.33.227.148,Comcast,0,0,0,0,0.957,FP_81127,Android-Chrome,29.7,85.38,1,0,1,11.74,0,1,Biometric,1,1,3.93,0,2,1,4,0,1,89.32,0.609,1,3.59,0.0,0.915,0.882,13.69,0,normal
USER_9118,SESSION_000308,2025-10-25T04:35:00,India,Chennai,India,240.44.48.119,Verizon,0,0,0,0,0.906,FP_36961,Linux-Firefox,63.2,77.81,1,0,1,58.34,0,1,Biometric,1,1,4.75,0,1,4,5,1,1,108.77,0.9,0,5.32,0.0,0.945,0.926,8.35,0,normal
USER_8783,SESSION_000309,2025-10-02T06:03:00,India,Delhi,India,163.193.220.90,AT&T,0,0,0,0,0.721,FP_90706,Mac-Safari,11.49,24.67,2,0,1,75.2,0,1,Push_Notification,1,1,4.12,0,1,6,3,0,0,54.02,0.677,1,28.66,0.0,0.838,0.64,17.01,0,normal
USER_9169,SESSION_000310,2025-10-10T01:16:00,UK,Los Angeles,UK,240.20.53.230,Airtel,0,0,0,0,0.833,FP_85343,Android-Chrome,44.57,92.59,1,0,1,76.38,0,1,SMS,1,1,1.84,0,1,1,4,0,1,85.72,0.876,1,10.16,0.0,0.805,0.651,20.66,0,normal
USER_2927,SESSION_000311,2025-10-12T18:51:00,India,Pune,India,236.168.23.67,AT&T,0,0,0,0,0.725,FP_39150,Windows-Chrome,30.01,168.18,1,0,1,61.63,0,1,SMS,1,1,1.58,0,2,18,6,1,0,57.06,0.724,1,27.26,0.001,0.907,0.667,15.52,0,normal
USER_7714,SESSION_000312,2025-10-01T07:23:00,USA,New York,USA,166.240.85.34,AT&T,0,0,0,0,0.753,FP_27134,Windows-Chrome,31.26,97.78,1,0,1,58.36,0,1,Biometric,1,1,2.97,0,2,7,2,0,0,106.71,0.846,1,11.63,0.001,0.987,0.867,10.9,0,normal
USER_4013,SESSION_000313,2025-10-11T02:35:00,India,Chennai,India,239.111.0.16,Airtel,0,0,0,0,0.98,FP_90490,Android-Chrome,50.73,162.71,2,0,1,77.74,0,1,Push_Notification,1,1,3.72,0,1,2,5,1,1,52.59,0.83,1,29.27,0.001,0.953,0.736,14.97,0,normal
USER_1761,SESSION_000314,2025-10-19T07:16:00,UK,San Francisco,UK,53.138.136.56,Comcast,0,0,0,0,0.91,FP_80899,Android-Chrome,63.81,53.76,1,0,1,38.91,0,1,Authenticator_App,1,1,4.37,0,2,7,6,1,0,76.75,0.612,1,17.49,0.0,0.784,0.905,11.03,0,normal
USER_6533,SESSION_000315,2025-09-11T17:00:00,India,Bangalore,India,240.239.137.188,Jio,0,0,0,0,0.93,FP_34079,iOS-Safari,67.08,192.18,2,0,1,118.5,0,1,SMS,1,1,3.98,0,2,17,3,0,0,70.46,0.684,0,29.94,0.0,0.96,0.937,2.6,0,normal
USER_2155,SESSION_000316,2025-10-19T14:29:00,UK,New York,UK,194.95.241.193,AT&T,0,0,0,0,0.888,FP_28440,Windows-Chrome,46.52,130.14,1,0,1,19.75,0,1,Backup_Code,1,1,2.07,0,2,14,6,1,0,110.63,0.776,1,29.13,0.0,0.835,0.987,9.35,0,normal
USER_5460,SESSION_000317,2025-09-23T13:09:00,UK,Los Angeles,UK,152.95.109.138,Comcast,0,0,0,0,0.937,FP_56844,Windows-Chrome,52.76,143.26,2,0,1,65.02,0,1,Backup_Code,1,1,3.4,0,1,13,1,0,0,109.6,0.67,1,16.96,0.0,0.731,0.607,15.88,0,normal
USER_6074,SESSION_000318,2025-09-29T19:28:00,India,Mumbai,India,133.31.82.109,GCP,0,1,0,1,0.321,FP_48138,Linux-Firefox,12.73,5.51,2,0,1,1.14,0,1,Authenticator_App,1,1,1.08,0,2,19,0,0,0,67.42,0.792,1,21.01,0.0,0.3,0.929,33.75,0,normal
USER_9261,SESSION_000319,2025-10-05T06:35:00,India,Kolkata,India,184.156.191.209,Azure,0,0,0,1,0.285,FP_31700,Windows-Chrome,2.29,23.94,1,0,1,1.09,0,1,Backup_Code,1,1,4.7,0,1,6,6,1,0,47.05,0.809,1,16.73,0.002,0.3,0.763,36.79,0,normal
USER_6913,SESSION_000320,2025-10-29T22:06:00,UAE,Boston,UAE,171.76.125.142,AT&T,0,0,1,0,0.182,FP_12383,Mac-Safari,12.15,377.66,1,0,1,1.91,0,1,Backup_Code,1,1,2.84,0,2,22,2,0,0,443.54,0.16,0,13.01,0.005,0.3,0.647,28.12,0,normal
USER_2328,SESSION_000321,2025-10-17T06:50:00,India,Kolkata,India,49.144.123.27,BSNL,0,0,0,0,0.803,FP_84496,Mac-Safari,63.64,191.2,1,0,1,52.04,0,1,Authenticator_App,1,1,2.97,0,1,6,4,0,0,62.39,0.833,0,13.22,0.001,0.791,0.797,9.14,0,normal
USER_1895,SESSION_000322,2025-10-18T06:11:00,UK,San Francisco,UK,250.168.161.21,AT&T,0,0,0,0,0.784,FP_72412,Mac-Safari,27.73,159.74,1,0,1,13.65,0,1,Biometric,1,1,2.77,0,1,6,5,1,0,90.13,0.73,0,10.35,0.001,0.75,0.812,9.82,0,normal
USER_4137,SESSION_000323,2025-09-22T08:44:00,India,Pune,India,136.36.213.219,GCP,1,0,0,1,0.233,FP_93011,Android-Chrome,23.67,28.83,1,0,1,1.27,0,1,Authenticator_App,1,1,1.05,0,1,8,0,0,0,75.84,0.649,1,18.36,0.0,0.3,0.908,43.4,1,datacenter_ip
USER_7342,SESSION_000324,2025-10-10T09:41:00,India,Pune,India,143.114.149.196,BSNL,0,0,0,0,0.992,FP_80354,Linux-Firefox,71.18,60.93,2,0,1,25.17,0,1,Backup_Code,1,1,1.29,0,2,9,4,0,0,92.75,0.804,1,7.99,0.0,0.963,0.617,11.43,0,normal
USER_8884,SESSION_000325,2025-09-06T00:20:00,India,Mumbai,India,174.125.27.142,Jio,0,0,0,0,0.72,FP_86052,Mac-Safari,15.66,170.91,2,0,1,48.54,0,1,SMS,1,1,3.52,0,1,0,5,1,1,74.52,0.846,1,27.94,0.002,0.978,0.812,17.36,0,normal
USER_7517,SESSION_000326,2025-09-04T14:23:00,India,Hyderabad,India,95.189.148.126,BSNL,0,0,0,0,0.964,FP_89608,iOS-Safari,67.24,139.77,2,0,1,74.07,0,1,Biometric,1,1,1.5,0,1,14,3,0,0,118.36,0.88,0,28.27,0.0,0.76,0.738,8.07,0,normal
USER_2215,SESSION_000327,2025-10-11T14:01:00,India,Pune,USA,229.52.55.18,Airtel,0,0,0,0,0.158,FP_15616,iOS-Safari,0.28,10103.8,2,0,1,1.87,0,1,Backup_Code,1,1,2.77,1,2,14,5,1,0,76.69,0.753,0,9.26,5.976,0.3,0.663,87.94,1,impossible_travel
USER_9609,SESSION_000328,2025-10-03T08:31:00,India,Mumbai,India,162.202.73.194,Airtel,0,0,0,0,0.381,FP_76314,Linux-Firefox,11.41,286.73,1,0,1,1.11,0,1,Push_Notification,4,0,32.69,0,19,8,4,0,0,81.64,0.736,0,25.45,0.004,0.3,0.762,38.4,0,normal
USER_4707,SESSION_000329,2025-10-20T16:16:00,USA,New York,USA,42.203.116.53,BSNL,0,0,0,0,0.92,FP_26056,Mac-Safari,16.7,95.05,2,0,1,76.61,0,1,Backup_Code,1,1,1.52,0,1,16,0,0,0,95.16,0.719,0,29.97,0.001,0.945,0.757,5.69,0,normal
USER_8812,SESSION_000330,2025-10-27T05:30:00,Australia,Boston,Australia,122.167.147.151,Comcast,0,0,0,0,0.169,FP_82113,Android-Chrome,4.2,266.06,2,0,1,0.95,0,1,Push_Notification,1,1,4.63,1,2,5,0,0,1,95.08,0.83,5,19.81,0.011,0.3,0.763,56.61,1,concurrent_login
USER_8950,SESSION_000331,2025-09-15T21:33:00,India,Delhi,India,246.117.170.32,Airtel,0,0,0,0,0.728,FP_78069,Linux-Firefox,8.31,45.99,2,0,1,31.87,0,1,SMS,1,1,4.61,0,2,21,0,0,0,88.83,0.879,0,2.71,0.001,0.858,0.722,10.38,0,normal
USER_9528,SESSION_000332,2025-09-14T09:38:00,UK,Boston,UK,138.24.218.193,Verizon,1,0,0,0,0.187,FP_13680,Android-Chrome,18.69,12.13,2,0,1,1.21,0,1,Authenticator_App,1,1,1.12,1,2,9,6,1,0,206.7,0.114,0,14.04,0.0,0.3,0.841,33.07,0,normal
USER_4058,SESSION_000333,2025-09-25T03:52:00,India,Pune,India,220.174.204.104,Airtel,0,0,0,0,0.915,FP_84942,Android-Chrome,46.2,110.22,2,0,1,26.44,0,1,Authenticator_App,1,1,2.02,0,2,3,3,0,1,44.55,0.628,1,9.98,0.0,0.989,0.861,13.53,0,normal
USER_2484,SESSION_000334,2025-09-25T00:37:00,India,Mumbai,India,97.108.199.169,Airtel,0,0,0,0,0.745,FP_19254,iOS-Safari,5.16,104.37,1,0,1,86.26,0,1,SMS,1,1,3.05,0,2,0,3,0,1,98.27,0.883,1,26.29,0.003,0.843,0.963,16.76,0,normal
USER_1977,SESSION_000335,2025-10-10T06:50:00,UAE,New York,UAE,61.173.194.147,Airtel,0,0,0,0,0.337,FP_73927,Android-Chrome,14.99,433.15,12,11,1,1.75,0,1,Backup_Code,1,1,2.53,0,1,6,4,0,0,75.24,0.74,1,18.23,0.005,0.3,0.985,36.72,0,normal
USER_2261,SESSION_000336,2025-10-09T15:13:00,UK,San Francisco,UK,215.128.64.60,Verizon,0,0,0,0,0.792,FP_10231,Windows-Chrome,20.49,43.91,1,0,1,103.66,0,1,SMS,1,1,4.85,0,2,15,3,0,0,67.98,0.652,0,21.36,0.0,0.806,0.869,8.0,0,normal
USER_9046,SESSION_000337,2025-09-26T23:35:00,India,Kolkata,India,219.14.100.53,Verizon,0,0,0,0,0.775,FP_79978,Mac-Safari,37.99,165.03,1,0,1,58.45,0,1,Backup_Code,1,1,3.34,0,2,23,4,0,0,49.81,0.809,1,9.11,0.001,0.983,0.89,10.29,0,normal
USER_9934,SESSION_000338,2025-10-09T13:56:00,UK,Boston,UK,20.221.70.15,AT&T,0,0,0,0,0.791,FP_33569,iOS-Safari,62.43,82.15,2,0,1,29.64,0,1,Push_Notification,1,1,4.05,0,2,13,3,0,0,57.75,0.652,0,15.14,0.0,0.912,0.679,9.28,0,normal
USER_6893,SESSION_000339,2025-10-10T14:01:00,India,Mumbai,India,106.224.110.206,GCP,1,0,1,1,0.214,FP_56460,Windows-Chrome,19.92,35.1,2,0,1,1.01,1,1,Push_Notification,1,1,4.18,0,1,14,4,0,0,47.3,0.628,0,7.3,0.0,0.3,0.845,54.61,1,datacenter_ip
USER_7750,SESSION_000340,2025-10-19T05:01:00,India,Chennai,India,117.41.201.141,Verizon,0,0,0,0,0.9,FP_68974,Mac-Safari,51.16,138.27,1,0,1,64.6,0,1,Push_Notification,1,1,1.42,0,1,5,6,1,1,64.53,0.684,0,17.85,0.0,0.816,0.793,12.37,0,normal
USER_1183,SESSION_000341,2025-10-28T02:04:00,USA,Chicago,USA,225.103.115.65,BSNL,0,0,0,0,0.834,FP_50494,Linux-Firefox,36.38,147.67,2,0,1,45.98,0,1,Biometric,1,1,2.67,0,1,2,1,0,1,101.16,0.837,0,11.34,0.001,0.873,0.875,11.28,0,normal
USER_2398,SESSION_000342,2025-09-18T05:46:00,India,Pune,India,172.123.119.46,BSNL,0,0,0,0,0.732,FP_30218,Android-Chrome,56.82,86.3,1,0,1,73.35,0,1,Backup_Code,1,1,4.12,0,1,5,3,0,1,81.93,0.62,1,8.67,0.0,0.768,0.704,21.95,0,normal
USER_7818,SESSION_000343,2025-09-01T09:15:00,India,Hyderabad,India,151.220.150.171,Comcast,0,0,0,0,0.998,FP_20715,iOS-Safari,12.09,162.88,1,0,1,115.78,0,1,Backup_Code,1,1,1.92,0,1,9,0,0,0,83.6,0.745,0,19.16,0.002,0.882,0.619,7.53,0,normal
